Date,Country,Area,Location,Sex,Fatal
1960-04-01,FIJI,Vanua Levu,Off the Bua coast,F,True
1959-05-16,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",F,False
1959-04-09,USA,Hawaii,"Hilo, off Kaua'i",M,False
1958-07-02,USA,Florida,"Siesta Key, Sarasota County",M,False
1958-07-01,USA,Florida,"Sarasota, Sarasota County",M,False
1958-02-19,AUSTRALIA,New South Wales,,M,
1958-01-01,PAPUA NEW GUINEA,Morobe Province,"Korem, Finschhafen",M,False
1956-08-01,UNITED KINGDOM,Cornwall,The Lizard,M,True
1955-08-04,USA,South Carolina,Windy Hill Beach,M,False
1953-06-01,AUSTRALIA,Queensland,,M,False
1953-03-01,AUSTRALIA,New South Wales,"Long Reef, Collaroy",M,False
1952-10-12,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,M,False
1951-09-03,ITALY,Salerno Province,Salerno,M,False
1950-04-09,AUSTRALIA,Queensland,Cooper's Point,M,True
1950-02-11,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",M,True
1948-08-19,IRAN,Shatt-al-Arab River,,M,True
1948-02-12,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",M,True
1947-11-14,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",M,False
1945-02-05,ISRAEL,Tel Aviv,,M,False
1942-03-08,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,M,True
1942-01-01,MID-PACIFC OCEAN,(Southwestern Pacific),,M,False
1941-08-01,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,M,False
1941-03-24,SOUTH ATLANTIC OCEAN,,750 miles off the African coast,M,False
1941-03-09,USA,California,"Santa Monica, Los Angeles County",M,False
1941-01-29,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,M,False
1940-01-01,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",F,
1939-01-12,AUSTRALIA,New South Wales,Clarence River,M,False
1938-01-21,AUSTRALIA,New South Wales,Tweed Heads,M,False
1937-08-16,TURKEY,,Istanbul,M,
1936-06-26,AUSTRALIA,Torres Strait,Nepean Island,M,True
1936-03-19,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",M,False
1935-08-24,UNITED KINGDOM,Isle of Wight,Atherfield,M,
1935-08-13,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",M,True
1931-09-02,USA,Hawaii,"Kahala, O'ahu",M,
1931-08-18,USA,Texas,Off Brownsville,M,False
1930-12-01,AUSTRALIA,New South Wales,Parramata River,M,True
1929-12-21,AUSTRALIA,Torres Strait,Thursday Island,M,False
1929-04-26,AUSTRALIA,Queensland,Great Barrier Reef,M,False
1922-12-05,AUSTRALIA,Queensland,Pialba Beach near Maryborough,M,True
1921-12-11,AUSTRALIA,Queensland,Fitzroy River at  Rockhampton,M,False
1921-10-04,AUSTRALIA,Queensland,Barrier Reef,M,True
1917-07-18,USA,Florida,Florida Keys,M,True
1916-12-30,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",M,False
1914-07-09,USA,Louisiana,New Orleans,M,False
1909-07-24,USA,New York,Rockaway,M,False
1907-08-12,CROATIA,Primorje-Gorski Kotar County,Krk Island,M,True
1906-08-04,USA,Maryland,"Tangier Sound, Somerset County",M,True
1906-07-05,USA,Mississippi,"Bay St. Louis, Hancock County",M,True
1905-12-31,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",M,True
1905-08-01,PHILIPPINES,Luzon Island,Manila Bay,M,False
1905-03-26,AUSTRALIA,New South Wales,Lismore,M,False
1904-01-01,PHILIPPINES,Quezon,Tayabas,M,False
1902-01-19,SOUTH AFRICA,KwaZulu-Natal,Durban,M,
1900-09-15,AUSTRALIA,Queensland,Townsville,M,False
2023-06-08,EGYPT,Red Sea Protectorate,"Dream Beach, Hurguda",M,True
2023-03-25,USA,Florida,"Blue Fish Channel, Key West, Monroe County",M,False
2022-10-28,USA,Louisiana,25 mikes from Empire,M,False
2022-10-23,AUSTRALIA,South Australia,Seacliff,M,False
2021-12-25,NEW ZEALAND,South Island,Pororari River,F,False
2021-09-09,USA,Florida,"Ponce Inlet, Volusia County",M,False
2021-08-07,AUSTRALIA,Queensland,North Stradbroke Island,M,False
2021-07-30,USA,Florida,"Ponce Inlet, Volusia County",M,False
2021-07-14,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,M,False
2021-05-21,AUSTRALIA,Western Australia,Quondong Beach,M,False
2021-05-18,AUSTRALIA,New South Wales,Turncurry Beach,M,True
2021-03-30,USA,Florida,"Vero Beach, Indian River County",M,False
2021-01-23,AUSTRALIA,New South Wales,Lake Macquarie,M,False
2020-08-19,USA,South Carolina,"Myrtle Beach, Horry County",F,False
2020-07-13,AUSTRALIA,Queensland,Fitzroy Island,F,False
2020-05-30,AUSTRALIA,Queensland,Lucinda,M,False
2020-01-02,AUSTRALIA,Western Australia,Esperance,M,True
2019-10-05,USA,California,"Ship Rock near Catalina, Los Angeles County",M,False
2019-06-16,USA,Georgia,"Wilmington River, Chatham County",M,False
2019-02-02,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,M,False
2019-02-02,USA,Florida,Key Biscayne,M,False
2018-10-24,AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",M,False
2018-10-19,AUSTRALIA,New South Wales,Samurai Beach,M,False
2018-09-29,USA,California,"Beacons Beach, San Diego County",M,False
2017-11-24,USA,California,"Stillwater Cove, Monterey County",M,False
2017-10-21,NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",M,False
2017-08-05,EGYPT,Red Sea Protectorate,Marsa Ghalib,F,False
2017-04-12,USA,Florida,St. Augustine,F,False
2016-12-19,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",M,False
2016-10-29,USA,Florida,Mayport Naval Station  Duval County,M,False
2016-07-23,AUSTRALIA,Tasmania,Clifton Beach,M,False
2016-05-15,USA,Florida,"Boca Raton, Palm Beach County",F,False
2016-04-25,INDONESIA,Bali,Balian,M,False
2016-04-08,CAPE VERDE,Boa Vista Island,,M,
2016-01-24,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,M,False
2015-09-20,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",M,False
2015-09-01,THAILAND,Phuket,Karon Beach,F,False
2015-07-04,USA,North Carolina,"Off Surf City, Pender County",M,False
2015-04-25,AUSTRALIA,South Australia,Fishery Bay,M,False
2014-12-28,USA,California,"Montaña de Oro State Park, San Luis Obispo County",M,False
2014-12-15,AUSTRALIA,Queensland,Rudder Reef,M,True
2014-10-19,USA,California,"Leadbetter Beach, Santa Barbara County",F,False
2014-08-27,USA,North Carolina,"Figure Eight Island,  New Hanover County",M,False
2014-06-17,AUSTRALIA,Western Australia,Horizontal Falls,M,False
2014-03-22,USA,Florida,Delray Beach,M,False
2014-02-20,FRENCH POLYNESIA,Society Islands,Huahine,M,False
2013-12-05,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",M,False
2013-11-12,AUSTRALIA,Western Australia,"Trigg Beach, Perth",M,False
2013-07-30,USA,South Carolina,"Isle of Palms, Charleston County",M,False
2013-04-17,USA,Florida,"Near Boynton Beach, Palm Beach County",M,False
2013-03-21,BAHAMAS,Eleuthera,Savannah Sound,M,False
2013-01-13,NEW ZEALAND,Mercury Islands,Great Mercury Island,M,False
2012-10-16,USA,Florida,Hobe Sound,M,
2012-07-30,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",M,False
2012-06-26,USA,Hawaii,"Kahana Beach, Maui",F,False
2012-03-14,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2011-09-24,USA,South Carolina,"North Myrtle Beach, Horry County",M,False
2011-09-11,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",M,False
2011-04-26,USA,Florida,"Riviera Beach, Palm Beach County",M,False
2010-08-10,SOUTH KOREA,Jeju Province,Jeju Island,F,False
2010-07-04,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",F,False
2010-06-15,VIETNAM,Binh Dinh Province,Quy Nhon,M,False
2010-06-01,USA,Florida,"Ponte Vedra Beach, St Johns County",M,False
2010-02-13,AUSTRALIA,Queensland,"Dent Island, Whitsundays",F,False
2009-11-25,USA,California,"Huntington Beach, Orange County",M,
2009-10-09,USA,California,"San Onofre State Beach, San Diego County",M,False
2009-09-26,USA,Florida,"Key Colony Beach, Monroe County",M,False
2009-09-02,NEVIS,,Castle Beach,M,
2009-07-29,VIETNAM,Binh Dinh Province,Quy Nhon,F,False
2009-05-16,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2009-04-19,USA,Florida,"Carlin Park, Jupiter Inlet",M,False
2009-01-24,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",M,False
2008-11-06,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",M,True
2008-09-07,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",M,False
2008-08-30,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",M,False
2008-05-24,MEXICO,Guerro,Playa Linda,M,False
2008-05-14,FIJI,Yasawa Islands,Turtle Island,M,True
2008-02-15,USA,Florida,"Ponce Inlet, Volusia County",M,False
2007-09-03,USA,Florida,"Fort Lauderdale, Broward County",M,False
2007-06-25,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2007-02-04,COSTA RICA,,,M,
2007-01-19,AUSTRALIA,New South Wales,Brunswick Heads,M,
2006-12-11,NEW ZEALAND,North Island,"Raglan, Manu Bay",M,False
2006-07-09,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2005-12-21,USA,Hawaii,"Keawakapu Beach, Maui",M,False
2005-08-21,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",M,False
2005-07-17,CHINA,Shanghai,"Ocean World, Changfeng Park",M,False
2004-11-11,VANUATU,Malampa Province,Malakula (Malakula Island),M,False
2004-01-01,AUSTRALIA,Western Australia,Redgate Beach,M,False
2003-09-14,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2003-08-29,USA,Texas,1.5 miles off Surfside,M,False
2003-04-23,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",M,False
2003-04-11,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",M,False
2003-02-27,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,M,False
2002-11-14,TURKS & CAICOS,Caicos Bank,French Cay,F,False
2001-09-15,USA,Florida,A quarter mile north of Fort Pierce Inlet,M,False
2001-08-19,USA,Florida,"Wilbur-by-the-Sea, Volusia County",F,False
2001-08-04,BAHAMAS,Grand Bahama Island,Freeport,M,False
2001-04-12,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",M,False
2000-11-04,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",M,False
2000-10-09,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",M,False
2000-07-12,TONGA,Minerva Reef,Treated at Nuku-alofa,M,False
2000-06-30,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",M,True
2000-06-19,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",M,False
1999-12-14,USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",M,
1999-11-01,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,M,False
1999-01-01,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",M,False
1998-01-14,MOZAMBIQUE,Maputo Province,Ponta do Ouro,M,False
1996-07-10,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1996-02-19,USA,Missouri,St. Louis,F,False
1995-08-26,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,False
1995-08-07,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,False
1995-08-01,TONGA,Vava’u,Neiafu,M,
1995-07-03,USA,Mississippi,"Cat Island, Harrison County",F,False
1994-12-09,USA,,1200 miles east of New Jersey,M,True
1994-12-01,BRAZIL,Pernambuco,Paiva,M,True
1994-05-31,USA,Florida,"Ponce Inlet, Volusia County",M,False
1994-02-27,SOUTH AFRICA,Western Cape Province,Saxon Reef,M,False
1993-09-16,EL SALVADOR,La Libertad,El Cocal Beach,M,True
1993-06-09,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",M,True
1992-07-23,USA,Hawaii,"Wai'anae, O'ahu",M,
1992-06-19,VANUATU,Malampa Province,"Port Sandwich, Malakula",F,False
1991-10-12,USA,Florida,"Melbourne Beach, Brevard County",M,False
1989-01-26,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",F,True
1987-10-11,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",M,False
1987-05-25,USA,South Carolina,"Myrtle Beach, Horry County",M,False
1986-11-19,USA,Florida,"Indiatlantic, Brevard County",M,False
1986-01-01,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",M,False
1984-11-04,USA,Florida,"Fowey Rock, Key Biscayne",M,False
1984-09-22,USA,Florida,,M,False
1984-02-18,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",M,False
1983-08-13,USA,Florida,"Riviera Beach, Palm Beach County",M,False
1983-05-31,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",M,False
1983-04-02,SOUTH AFRICA,KwaZulu-Natal,Mpande,M,
1982-03-07,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",M,True
1982-03-01,NEW CALEDONIA,,,M,False
1980-01-15,SOUTH AFRICA,KwaZulu-Natal,Anstey’s,M,False
1979-06-19,USA,Florida,10 miles off Cape Canaveral,M,False
1978-09-02,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",M,False
1977-06-06,USA,Texas,Padre Island,M,False
1977-04-21,USA,Hawaii,"Ka'anapali, Maui",M,False
1975-11-02,USA,Florida,"Crescent Beach, St. Johns County",M,False
1975-08-04,HONG KONG,Mirs Bay,,M,False
1975-07-04,USA,Florida,"Indiatlantic, Brevard County",M,False
1975-04-05,SOUTH AFRICA,Western Cape Province,Millers Point,M,False
1973-06-13,HONG KONG,,,M,False
1972-12-25,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",M,True
1972-01-01,MOZAMBIQUE,Gaza,Xai Xai,M,False
1970-12-07,MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),M,False
1968-04-29,USA,Florida,"Fort Lauderdale, Broward County",M,
1967-11-30,AUSTRALIA,Queensland,Surfer's Paradise,M,False
1967-11-01,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,F,
1967-02-06,MEXICO,Veracruz,Cabo Rojo,M,True
1966-08-23,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",F,True
1966-07-31,USA,Texas,"South Jetty, Galveston",M,False
1966-01-11,SOUTH AFRICA,Eastern Cape Province,Riet River,M,False
1965-11-21,AUSTRALIA,Queensland,Near Brisbane,M,True
1964-06-17,PAPUA NEW GUINEA,New Britain,Near Rabaul,M,False
1963-09-22,SOLOMON ISLANDS,Ysabel Island,Susukana Plantation,M,True
1963-04-17,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,M,False
1962-08-01,SENEGAL,Cap Vert Peninsula,,M,False
1961-06-24,USA,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",M,True
1960-09-22,PACIFIC OCEAN,180 miles southeast of Okinawa,,M,False
1960-04-20,SOUTH AFRICA,Eastern Cape Province,Port Alfred,M,False
1959-11-29,AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",M,False
1958-12-23,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",M,True
1958-04-05,SOUTH AFRICA,KwaZulu-Natal,Uvongo,F,True
1957-12-20,SOUTH AFRICA,KwaZulu-Natal,Uvongo,M,True
1956-01-05,AUSTRALIA,New South Wales,North Bondi,M,False
1956-01-01,GREECE,Corfu Island,Kérkira,F,True
1955-08-30,JAPAN,Izo Islands,"Mikura-jima Island, 150 miles south of Tokyo",M,True
1954-06-29,USA,California,"Santa Monica, Los Angeles County",M,False
1953-09-18,USA,Georgia,200 miles east of Savannah,M,False
1953-01-01,PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",M,True
1952-01-07,AUSTRALIA,New South Wales,Evans Head,M,False
1952-01-01,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",M,True
1951-01-21,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",M,True
1950-10-28,USA,California,"Imperial Beach, San Diego County",M,False
1950-06-25,USA,New York,"Beach 103rd Street, Rockaway",M,False
1950-06-06,USA,Florida,275 miles northeast of Miami,M,True
1948-05-10,IRAN,Shatt-al-Arab River,,M,False
1946-01-17,AUSTRALIA,Queensland,Townsville,M,False
1944-10-26,PHILIPPINES,Bernardino Strait near Gulf of Leyte,,M,True
1944-06-23,NORTH PACIFIC OCEAN,,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,M,
1942-11-16,SOLOMON ISLANDS,,Battle of Guadalcanal,M,False
1940-07-13,USA,South Carolina,"Folly Beach, Charleston County",M,False
1940-01-23,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",M,True
1935-09-04,PAPUA NEW GUINEA,Central Province,Hula,M,True
1934-12-31,AUSTRALIA,New South Wales,"St. George’s River at Moorebank, near Milperra Bridge",M,True
1934-02-08,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",M,False
1933-02-12,AUSTRALIA,South Australia,"Port River, Adelaide",M,False
1932-08-30,AUSTRALIA,New South Wales,Bondi,M,False
1932-06-20,FIJI,Yasawa Islands,Nabukeru,F,True
1931-08-23,CUBA,Havana Province,"Miramar, Havana",M,True
1929-12-26,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor",M,True
1929-04-04,AUSTRALIA,Torres Strait,Badu Island,M,True
1929-03-16,USA,Florida,"Sea Spray, Palm Beach",M,False
1929-03-04,AUSTRALIA,South Australia,Ardrossan,M,False
1928-11-04,PANAMA,Gulf of Panama,Taboga Island Bay,M,True
1927-12-28,SOUTH AFRICA,Western Cape Province,Little Brak River,M,True
1927-02-01,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula,",M,False
1924-01-29,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",M,True
1922-01-13,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",M,False
1919-09-12,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,M,True
1916-07-13,USA,New York,"Sheepshead Bay, Brooklyn",M,False
1914-01-17,AUSTRALIA,Queensland,Brisbane,F,False
1913-11-27,NIGERIA,Lagos,Lagos,M,True
1913-01-01,AUSTRALIA,Torres Strait,Thursday Island,M,False
1911-09-17,USA,Florida,"Pablo Beach, Jacksonville, Duval County",M,False
1910-03-08,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",M,False
1908-06-18,EGYPT,Gulf of Suez,Off Ras Gharib,M,True
1907-08-12,CROATIA,Primorje-Gorski Kotar County,Krk Island,F,True
1906-01-28,AUSTRALIA,New South Wales,Georges River,M,True
1904-10-11,INDIAN OCEAN,Between Noumea & Sydney,,M,True
1904-01-23,NEW CALEDONIA,South Province,Noumea,M,True
2023-05-11,USA,Hawaii,"Kualoa, Oahu",M,False
2022-10-31,USA,California,"Otter Point, Pacific Grove",M,False
2022-07-04,JAPAN,Okinawa,Nago,M,True
2022-03-31,USA,Florida,"Lake Worth Beach, Palm Beach County",M,False
2022-03-18,COLOMBIA,Isla De San Andres,La Piscinita,M,True
2022-03-15,AUSTRALIA,New South Wales,Crowdy Baay,M,False
2022-02-11,USA,Florida,"Cocoa Beach, Brevard  County",M,False
2020-12-08,USA,Hawaii,Honolua Bay,M,True
2020-08-30,USA,South Carolina,"Folly Beach, Charleston County",M,False
2020-07-31,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2020-05-08,AUSTRALIA,Victoria,"Southside Beach, near Geelong",M,False
2019-11-22,ISRAEL,,Haifa,M,False
2019-07-29,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2019-05-25,NEW CALEDONIA,Noumea,Port South Marina,M,False
2019-03-22,USA,Florida,"Hobe Sound, Martin County",M,False
2018-08-18,USA,North Carolina,"Atlantic Beach, Carteret  County",M,False
2018-08-09,USA,Texas,"Crystal Beach, Galveston  County",M,False
2018-07-11,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2018-05-01,AUSTRALIA,Westerm Australia,Dugong Bay,F,False
2018-04-15,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",M,False
2017-09-10,AUSTRALIA,New South Wales,Iluka Beach,M,False
2017-09-03,SOUTH AFRICA,Western Cape Province,Dyer Island,M,True
2017-08-18,BAHAMAS,,,M,False
2017-07-29,USA,South Carolina,"DeBordieu Colony, Georgetown County",F,False
2016-12-14,AUSTRALIA,Western Australia,Trigg Beach,M,False
2016-09-16,AUSTRALIA,Victoria,Bells Beach,M,False
2016-03-11,USA,Florida,"Vero Beach, St. Lucie County",M,False
2016-02-10,AUSTRALIA,Tasmania,Nettley Bay,M,
2016-01-25,USA,Hawaii,"Hanalei Bay, Kauai,",F,False
2015-09-06,USA,California,"El Pescador Beach, Los Angeles County",F,False
2014-11-13,USA,Hawaii,"Airplane Beach, Lahina, West Maui",M,False
2014-05-24,AUSTRALIA,Queensland,Nerang River near Chevron Island,F,False
2013-09-21,USA,Florida,"Ormond Beach, Volusia County",F,False
2013-03-03,SOUTH AFRICA,Eastern Cape Province,Port St. John's,M,False
2012-10-27,USA,Hawaii,"Makena Landing, Maui",F,False
2012-08-31,SCOTLAND,Inner Hebrides,Off the Isle of Islay,M,False
2012-07-07,BAHAMAS,Eleuthera,,M,False
2012-06-18,USA,North Carolina,"Ocean Isle, Brunswick County",F,False
2011-11-28,AUSTRALIA,Queensland,Peregian,M,False
2011-10-10,USA,Oregon,Seaside,M,False
2011-10-01,USA,Alabama,"Gulf Shores, Baldwin County",M,False
2011-08-17,USA,North Carolina,"Kure Beach, New Hanover County",F,False
2011-07-31,BRAZIL,Pernambuco,Praia do Pina,M,
2010-03-10,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,F,
2010-12-26,USA,Hawaii,"Kahului, Maui",M,False
